Type,Product,Started Date,Completed Date,Description,Amount,Fee,Currency,State,Balance
Transfer,Current,2025-03-03 23:58:58,2025-03-03 23:58:58,To pocket EUR Salvadanaio from EUR,-0.01,0,EUR,COMPLETED,743.75
Deposit,Current,2025-03-04 8:50:38,2025-03-04 8:50:39,Payment from PALLOMO MATTEO,1000,0,EUR,COMPLETED,1743.75
Card Payment,Current,2025-03-03 17:14:56,2025-03-04 10:50:37,SATAP,-14.6,0,EUR,COMPLETED,1729.15
Card Payment,Current,2025-03-03 19:44:01,2025-03-04 10:53:21,MU Finest Italian Burger,-26.3,0,EUR,COMPLETED,1702.85
Card Payment,Current,2025-03-03 18:09:46,2025-03-04 10:53:25,BAR IMBARCHI,-2.7,0,EUR,COMPLETED,1700.15
Card Payment,Current,2025-03-03 16:19:41,2025-03-04 17:42:10,ITP,-1.5,0,EUR,COMPLETED,1698.65
Card Payment,Current,2025-03-03 23:58:57,2025-03-05 16:47:23,Premier Inn,-549.99,0,EUR,COMPLETED,1148.66
Transfer,Current,2025-03-07 10:32:13,2025-03-07 10:32:13,To pocket EUR Salvadanaio from EUR,-0.3,0,EUR,COMPLETED,1148.36
Card Payment,Current,2025-03-07 12:36:37,,Eni,-103.29,0,EUR,REVERTED,
Transfer,Current,2025-03-07 12:36:37,2025-03-07 12:36:37,To pocket EUR Salvadanaio from EUR,-0.71,0,EUR,COMPLETED,1147.65
Transfer,Current,2025-03-07 12:45:52,2025-03-07 12:45:52,To pocket EUR Salvadanaio from EUR,-0.71,0,EUR,COMPLETED,1146.94
Transfer,Current,2025-03-07 18:01:02,2025-03-07 18:01:02,To pocket EUR Salvadanaio from EUR,-0.3,0,EUR,COMPLETED,1146.64
Transfer,Current,2025-03-07 18:17:48,2025-03-07 18:17:48,To pocket EUR Salvadanaio from EUR,-0.28,0,EUR,COMPLETED,1146.36
Transfer,Current,2025-03-08 1:38:23,2025-03-08 1:38:23,To pocket EUR Salvadanaio from EUR,-25,0,EUR,COMPLETED,1121.36
Card Payment,Current,2025-03-07 10:32:12,2025-03-08 11:14:38,Dufry,-7.7,0,EUR,COMPLETED,1113.66
Card Payment,Current,2025-03-07 18:17:47,2025-03-08 16:34:11,Pam Panorama,-51.72,0,EUR,COMPLETED,1061.94
Card Payment,Current,2025-03-07 12:45:51,2025-03-08 16:34:23,Eni,-40.02,0,EUR,COMPLETED,1021.92
Card Payment,Current,2025-03-07 18:01:02,2025-03-08 16:34:53,Farmacia Madonna Dell',-33.7,0,EUR,COMPLETED,988.22
Transfer,Current,2025-03-08 20:09:33,2025-03-08 20:09:33,To pocket EUR Salvadanaio from EUR,-1,0,EUR,COMPLETED,987.22
Transfer,Current,2025-03-09 19:45:49,2025-03-09 19:45:49,To pocket EUR Salvadanaio from EUR,-1,0,EUR,COMPLETED,986.22
Transfer,Current,2025-03-10 7:16:24,2025-03-10 7:16:24,To pocket EUR Salvadanaio from EUR,-0.06,0,EUR,COMPLETED,986.16
Card Payment,Current,2025-03-09 19:44:52,2025-03-10 10:10:27,Carrefour,-31,0,EUR,COMPLETED,955.16
Card Payment,Current,2025-03-08 20:09:33,2025-03-10 16:43:53,Pam Panorama,-15,0,EUR,COMPLETED,940.16
Card Payment,Current,2025-03-10 7:16:23,2025-03-11 2:59:54,Amazon,-5.94,0,EUR,COMPLETED,934.22
Transfer,Current,2025-03-13 17:44:33,2025-03-13 17:44:33,To pocket EUR Salvadanaio from EUR,-0.81,0,EUR,COMPLETED,933.41
Card Payment,Current,2025-03-13 17:44:33,2025-03-14 14:48:57,Pam Panorama,-36.19,0,EUR,COMPLETED,897.22
Transfer,Current,2025-03-14 17:11:01,2025-03-14 17:11:01,Transfer to Revolut user,-240,0,EUR,COMPLETED,657.22
Transfer,Current,2025-03-14 21:57:26,2025-03-14 21:57:26,To pocket EUR Salvadanaio from EUR,-0.01,0,EUR,COMPLETED,657.21
Transfer,Current,2025-03-14 22:00:55,2025-03-14 22:00:55,To pocket EUR Salvadanaio from EUR,-0.5,0,EUR,COMPLETED,656.71
Transfer,Current,2025-03-15 1:49:26,2025-03-15 1:49:26,To pocket EUR Salvadanaio from EUR,-25,0,EUR,COMPLETED,631.71
Card Payment,Current,2025-03-14 21:57:25,2025-03-15 14:07:40,Mercato Centrale,-87.99,0,EUR,COMPLETED,543.72
Card Payment,Current,2025-03-14 22:00:54,2025-03-15 14:07:42,Mercato Centrale,-21.5,0,EUR,COMPLETED,522.22
Transfer,Current,2025-03-16 1:12:59,2025-03-16 1:12:59,To pocket EUR Salvadanaio from EUR,-0.9,0,EUR,COMPLETED,521.32
Transfer,Current,2025-03-16 1:16:48,2025-03-16 1:16:48,To pocket EUR Salvadanaio from EUR,-0.3,0,EUR,COMPLETED,521.02
Transfer,Current,2025-03-16 1:17:24,2025-03-16 1:17:24,To pocket EUR Salvadanaio from EUR,-0.5,0,EUR,COMPLETED,520.52
Transfer,Current,2025-03-16 1:19:10,2025-03-16 1:19:10,To pocket EUR Salvadanaio from EUR,-1,0,EUR,COMPLETED,519.52
Card Payment,Current,2025-03-16 1:12:58,2025-03-16 12:21:09,Cooltra,-3.1,0,EUR,COMPLETED,516.42
Transfer,Current,2025-03-16 15:53:13,2025-03-16 15:53:13,To pocket EUR Salvadanaio from EUR,-0.01,0,EUR,COMPLETED,516.41
Transfer,Current,2025-03-16 16:13:00,2025-03-16 16:13:00,To pocket EUR Salvadanaio from EUR,-0.71,0,EUR,COMPLETED,515.7
Transfer,Current,2025-03-16 16:22:55,2025-03-16 16:22:55,To pocket EUR Salvadanaio from EUR,-0.01,0,EUR,COMPLETED,515.69
Card Payment,Current,2025-03-16 15:53:13,2025-03-17 4:25:58,H&M,-42.99,0,EUR,COMPLETED,472.7
Card Payment,Current,2025-03-16 16:22:54,2025-03-17 10:09:17,ABYstyle,-9.99,0,EUR,COMPLETED,462.71
Card Payment,Current,2025-03-16 1:16:47,2025-03-17 16:37:34,Tabaccheria,-7.7,0,EUR,COMPLETED,455.01
Card Payment,Current,2025-03-16 1:17:23,2025-03-17 16:37:34,Tabaccheria,-3.5,0,EUR,COMPLETED,451.51
Card Payment,Current,2025-03-16 1:19:09,2025-03-17 16:41:46,Da Enzo Di Bozkus Enve,-5,0,EUR,COMPLETED,446.51
Card Payment,Current,2025-03-16 16:12:59,2025-03-17 16:48:18,Capri,-36.29,0,EUR,COMPLETED,410.22
Transfer,Current,2025-03-17 19:31:46,2025-03-17 19:31:46,To pocket EUR Salvadanaio from EUR,-0.37,0,EUR,COMPLETED,409.85
Transfer,Current,2025-03-18 1:01:58,2025-03-18 1:01:58,To pocket EUR Salvadanaio from EUR,-0.01,0,EUR,COMPLETED,409.84
Card Payment,Current,2025-03-17 19:31:45,2025-03-18 14:49:56,Amazon,-16.63,0,EUR,COMPLETED,393.21
Transfer,Current,2025-03-18 18:16:55,2025-03-18 18:16:55,To pocket EUR Salvadanaio from EUR,-0.03,0,EUR,COMPLETED,393.18
Card Payment,Current,2025-03-18 1:01:58,2025-03-19 3:10:06,Amazon,-6.99,0,EUR,COMPLETED,386.19
Card Payment,Current,2025-03-18 18:16:54,2025-03-19 10:09:04,Pam Panorama,-37.97,0,EUR,COMPLETED,348.22
Transfer,Current,2025-03-19 21:13:33,2025-03-19 21:13:33,To pocket EUR Salvadanaio from EUR,-0.01,0,EUR,COMPLETED,348.21
Card Payment,Current,2025-03-19 21:13:32,2025-03-20 16:37:18,Amazon,-7.99,0,EUR,COMPLETED,340.22
Transfer,Current,2025-03-21 16:02:38,2025-03-21 16:02:38,To pocket EUR Salvadanaio from EUR,-0.68,0,EUR,COMPLETED,339.54
Transfer,Current,2025-03-22 1:40:21,2025-03-22 1:40:21,To pocket EUR Salvadanaio from EUR,-25,0,EUR,COMPLETED,314.54
Card Payment,Current,2025-03-21 16:02:38,2025-03-22 16:56:17,Pam Panorama,-39.32,0,EUR,COMPLETED,275.22
Transfer,Current,2025-03-22 19:35:03,2025-03-22 19:35:03,To pocket EUR Salvadanaio from EUR,-1,0,EUR,COMPLETED,274.22
Transfer,Current,2025-03-22 22:39:07,2025-03-22 22:39:07,To pocket EUR Salvadanaio from EUR,-1,0,EUR,COMPLETED,273.22
Card Payment,Current,2025-03-22 22:39:06,2025-03-24 8:43:32,Trive Group,-8,0,EUR,COMPLETED,265.22
Card Payment,Current,2025-03-22 19:35:02,2025-03-24 13:27:29,Open Baladin,-11,0,EUR,COMPLETED,254.22
Transfer,Current,2025-03-26 9:04:13,2025-03-26 9:04:13,To pocket EUR Salvadanaio from EUR,-0.5,0,EUR,COMPLETED,253.72
Card Payment,Current,2025-03-26 9:04:12,2025-03-27 10:50:21,PanfÃ©,-3.5,0,EUR,COMPLETED,250.22
Transfer,Current,2025-03-27 13:46:33,2025-03-27 13:46:33,To pocket EUR Salvadanaio from EUR,-0.2,0,EUR,COMPLETED,250.02
Transfer,Current,2025-03-27 14:06:59,2025-03-27 14:06:59,To pocket EUR Salvadanaio from EUR,-0.88,0,EUR,COMPLETED,249.14
Card Payment,Current,2025-03-27 13:46:32,2025-03-28 5:15:59,I Love Poke Casalecchi,-13.8,0,EUR,COMPLETED,235.34
Card Payment,Current,2025-03-27 14:06:58,2025-03-28 10:07:38,Mondadori,-15.12,0,EUR,COMPLETED,220.22
Transfer,Current,2025-03-28 22:24:56,2025-03-28 22:24:56,To pocket EUR Salvadanaio from EUR,-0.3,0,EUR,COMPLETED,219.92
Transfer,Current,2025-03-29 1:44:19,2025-03-29 1:44:19,To pocket EUR Salvadanaio from EUR,-25,0,EUR,COMPLETED,194.92
Card Payment,Current,2025-03-28 22:24:56,2025-03-29 9:40:37,Himi,-18.7,0,EUR,COMPLETED,176.22
Transfer,Current,2025-03-29 16:02:00,2025-03-29 16:02:00,To pocket EUR Trading Poket from EUR,-10,0,EUR,COMPLETED,166.22
Transfer,Current,2025-03-29 16:05:49,2025-03-29 16:05:49,To Bold Stack portfolio,-100,0,EUR,COMPLETED,66.22
Transfer,Current,2025-03-29 16:06:47,2025-03-29 16:06:47,Pocket Withdrawal,10,0,EUR,COMPLETED,76.22
Deposit,Current,2025-03-29 16:10:04,2025-03-29 16:10:05,Payment from PALLOMO MATTEO,1000,0,EUR,COMPLETED,1076.22
Transfer,Current,2025-03-29 16:12:07,2025-03-29 16:12:07,To investment account,-100,0,EUR,COMPLETED,976.22
Transfer,Current,2025-03-29 17:03:05,2025-03-29 17:03:06,To Bold Stack portfolio,-10,0,EUR,COMPLETED,966.22
Transfer,Current,2025-03-29 19:17:11,2025-03-29 19:17:11,To pocket EUR Salvadanaio from EUR,-1,0,EUR,COMPLETED,965.22
Transfer,Current,2025-03-29 23:24:44,2025-03-29 23:24:44,To pocket EUR Salvadanaio from EUR,-0.11,0,EUR,COMPLETED,965.11
Card Payment,Current,2025-03-29 23:24:44,2025-03-30 6:48:09,Cooltra,-5.89,0,EUR,COMPLETED,959.22
Transfer,Current,2025-03-30 10:11:03,2025-03-30 10:11:03,To pocket EUR Salvadanaio from EUR,-0.63,0,EUR,COMPLETED,958.59
Transfer,Current,2025-03-30 20:25:00,2025-03-30 20:25:00,To pocket EUR Salvadanaio from EUR,-0.78,0,EUR,COMPLETED,957.81
Transfer,Current,2025-03-30 21:59:35,2025-03-30 21:59:35,To pocket EUR Salvadanaio from EUR,-0.5,0,EUR,COMPLETED,957.31
Card Payment,Current,2025-03-30 20:24:59,2025-03-31 6:59:43,Just Eat,-38.22,0,EUR,COMPLETED,919.09
Transfer,Current,2025-03-31 11:28:02,2025-03-31 11:28:02,To pocket EUR Salvadanaio from EUR,-0.01,0,EUR,COMPLETED,919.08
Card Payment,Current,2025-03-30 10:11:03,2025-03-31 15:47:40,Pam Panorama,-40.37,0,EUR,COMPLETED,878.71
Card Payment,Current,2025-03-29 19:17:11,2025-03-31 15:50:11,Vale20 Srl 2,-15,0,EUR,COMPLETED,863.71
Card Payment,Current,2025-03-30 21:59:35,2025-03-31 16:40:09,Gelateria La Romana T.,-7.5,0,EUR,COMPLETED,856.21
Transfer,Current,2025-03-31 23:57:03,2025-03-31 23:57:03,To pocket EUR Salvadanaio from EUR,-0.01,0,EUR,COMPLETED,856.2
Transfer,Current,2025-04-01 0:03:09,2025-04-01 0:03:09,To pocket EUR Salvadanaio from EUR,-0.01,0,EUR,COMPLETED,856.19
Card Payment,Current,2025-03-31 11:28:00,2025-04-01 4:31:21,Amazon,-24.99,0,EUR,COMPLETED,831.2
Card Payment,Current,2025-03-31 23:57:02,2025-04-02 4:41:19,Amazon,-4.99,0,EUR,COMPLETED,826.21
Card Payment,Current,2025-04-01 0:03:08,2025-04-02 4:41:19,Amazon,-4.99,0,EUR,COMPLETED,821.22
Transfer,Current,2025-04-02 18:18:44,2025-04-02 18:18:44,To pocket EUR Salvadanaio from EUR,-0.82,0,EUR,COMPLETED,820.4
Card Refund,Current,2025-04-02 2:00:00,2025-04-03 4:45:16,Amazon,4.99,0,EUR,COMPLETED,825.39
Card Refund,Current,2025-04-02 2:00:00,2025-04-03 4:45:18,Amazon,4.99,0,EUR,COMPLETED,830.38
Card Payment,Current,2025-04-02 18:17:41,2025-04-03 7:20:09,Carrefour,-5.18,0,EUR,COMPLETED,825.2
Transfer,Current,2025-04-04 19:34:03,2025-04-04 19:34:03,To pocket EUR Salvadanaio from EUR,-1,0,EUR,COMPLETED,824.2
Transfer,Current,2025-04-05 2:43:38,2025-04-05 2:43:38,To pocket EUR Salvadanaio from EUR,-25,0,EUR,COMPLETED,799.2
Transfer,Current,2025-04-05 10:08:54,2025-04-05 10:08:55,To Bold Stack portfolio,-10,0,EUR,COMPLETED,789.2
Card Payment,Current,2025-04-04 19:34:02,2025-04-05 16:43:52,Pasticceria Pastorino,-21,0,EUR,COMPLETED,768.2
Transfer,Current,2025-04-05 18:57:31,2025-04-05 18:57:31,To pocket EUR Salvadanaio from EUR,-0.5,0,EUR,COMPLETED,767.7
Transfer,Current,2025-04-05 21:55:55,2025-04-05 21:55:55,To pocket EUR Salvadanaio from EUR,-1,0,EUR,COMPLETED,766.7
Transfer,Current,2025-04-06 16:10:09,2025-04-06 16:10:09,To pocket EUR Salvadanaio from EUR,-0.5,0,EUR,COMPLETED,766.2
Card Payment,Current,2025-04-05 18:57:27,2025-04-06 16:27:57,Pasticceria Pastorino,-22.5,0,EUR,COMPLETED,743.7
Card Payment,Current,2025-04-05 21:55:55,2025-04-06 16:28:15,Jolly Pub,-80,0,EUR,COMPLETED,663.7
Card Payment,Current,2025-04-06 16:10:09,2025-04-07 15:44:59,Gavio,-10.5,0,EUR,COMPLETED,653.2
Transfer,Current,2025-04-08 19:33:56,2025-04-08 19:33:56,To pocket EUR Salvadanaio from EUR,-0.43,0,EUR,COMPLETED,652.77
Card Payment,Current,2025-04-08 19:32:38,2025-04-09 3:55:22,Glovo,-31.57,0,EUR,COMPLETED,621.2
Transfer,Current,2025-04-10 18:37:17,2025-04-10 18:37:17,To pocket EUR Salvadanaio from EUR,-0.45,0,EUR,COMPLETED,620.75
Card Payment,Current,2025-04-10 18:37:16,2025-04-11 13:15:29,Nexi,-78.55,0,EUR,COMPLETED,542.2
Transfer,Current,2025-04-11 19:28:33,2025-04-11 19:28:33,To pocket EUR Salvadanaio from EUR,-0.16,0,EUR,COMPLETED,542.04
Transfer,Current,2025-04-11 21:12:59,2025-04-11 21:12:59,To pocket EUR Salvadanaio from EUR,-0.5,0,EUR,COMPLETED,541.54
Transfer,Current,2025-04-12 2:46:46,2025-04-12 2:46:46,To pocket EUR Salvadanaio from EUR,-25,0,EUR,COMPLETED,516.54
Card Payment,Current,2025-04-11 21:12:58,2025-04-12 9:36:51,Supersonic,-28.5,0,EUR,COMPLETED,488.04
Transfer,Current,2025-04-12 10:08:30,2025-04-12 10:08:30,To Bold Stack portfolio,-10,0,EUR,COMPLETED,478.04
Transfer,Current,2025-04-12 10:41:05,2025-04-12 10:41:05,To pocket EUR Salvadanaio from EUR,-0.89,0,EUR,COMPLETED,477.15
Card Payment,Current,2025-04-11 19:10:18,2025-04-12 18:49:42,PENNY,-3.84,0,EUR,COMPLETED,473.31
Transfer,Current,2025-04-12 22:23:32,2025-04-12 22:23:32,To pocket EUR Salvadanaio from EUR,-0.15,0,EUR,COMPLETED,473.16
Card Payment,Current,2025-04-12 22:23:32,2025-04-13 14:15:34,Khosravi Maryam,-27.85,0,EUR,COMPLETED,445.31
Transfer,Current,2025-04-13 17:57:53,2025-04-13 17:57:53,To pocket EUR Salvadanaio from EUR,-1,0,EUR,COMPLETED,444.31
Transfer,Current,2025-04-13 18:23:36,2025-04-13 18:23:36,To pocket EUR Salvadanaio from EUR,-1,0,EUR,COMPLETED,443.31
Card Payment,Current,2025-04-12 10:41:04,2025-04-14 13:38:40,Pam Panorama,-38.11,0,EUR,COMPLETED,405.2
Card Payment,Current,2025-04-13 18:23:35,2025-04-14 14:45:02,Pastis,-14,0,EUR,COMPLETED,391.2
Card Payment,Current,2025-04-13 17:57:52,2025-04-14 14:45:02,Pastis Wip Work,-20,0,EUR,COMPLETED,371.2
Transfer,Current,2025-04-16 18:44:06,2025-04-16 18:44:06,To pocket EUR Salvadanaio from EUR,-0.64,0,EUR,COMPLETED,370.56
Card Payment,Current,2025-04-16 18:43:24,2025-04-17 7:22:40,Carrefour,-8.36,0,EUR,COMPLETED,362.2
Transfer,Current,2025-04-18 18:56:32,2025-04-18 18:56:32,To pocket EUR Salvadanaio from EUR,-0.01,0,EUR,COMPLETED,362.19
Transfer,Current,2025-04-18 21:11:33,2025-04-18 21:11:33,To pocket EUR Salvadanaio from EUR,-1,0,EUR,COMPLETED,361.19
Transfer,Current,2025-04-18 22:45:06,2025-04-18 22:45:06,To pocket EUR Salvadanaio from EUR,-1,0,EUR,COMPLETED,360.19
Transfer,Current,2025-04-19 0:21:26,2025-04-19 0:21:26,To pocket EUR Salvadanaio from EUR,-1,0,EUR,COMPLETED,359.19
Transfer,Current,2025-04-19 2:38:48,2025-04-19 2:38:48,To pocket EUR Salvadanaio from EUR,-25,0,EUR,COMPLETED,334.19
Transfer,Current,2025-04-19 11:04:15,2025-04-19 11:04:15,To Bold Stack portfolio,-10,0,EUR,COMPLETED,324.19
Transfer,Current,2025-04-19 11:46:05,2025-04-19 11:46:05,To pocket EUR Salvadanaio from EUR,-0.1,0,EUR,COMPLETED,324.09
Card Payment,Current,2025-04-19 0:21:26,2025-04-19 13:41:10,Alibi,-10,0,EUR,COMPLETED,314.09
Card Payment,Current,2025-04-18 21:11:32,2025-04-19 14:14:28,Ã LA VOLÃE,-20,0,EUR,COMPLETED,294.09
Card Payment,Current,2025-04-18 22:45:06,2025-04-19 14:21:12,Se.da.ste Snc,-5,0,EUR,COMPLETED,289.09
Transfer,Current,2025-04-19 23:13:06,2025-04-19 23:13:06,To pocket EUR Salvadanaio from EUR,-1,0,EUR,COMPLETED,288.09
Card Payment,Current,2025-04-19 23:13:05,2025-04-20 14:01:30,Pizzeria Al Bunker,-23,0,EUR,COMPLETED,265.09
Card Payment,Current,2025-04-18 18:56:31,2025-04-21 4:09:27,Bird,-2.99,0,EUR,COMPLETED,262.1
Card Payment,Current,2025-04-19 11:46:04,2025-04-21 6:17:10,Ok Market Millesimo,-10.9,0,EUR,COMPLETED,251.2
Transfer,Current,2025-04-21 9:48:47,2025-04-21 9:48:47,To pocket EUR Salvadanaio from EUR,-0.71,0,EUR,COMPLETED,250.49
Transfer,Current,2025-04-21 18:10:32,2025-04-21 18:10:32,To pocket EUR Salvadanaio from EUR,-0.3,0,EUR,COMPLETED,250.19
Transfer,Current,2025-04-21 18:20:03,2025-04-21 18:20:03,To pocket EUR Salvadanaio from EUR,-0.32,0,EUR,COMPLETED,249.87
Card Payment,Current,2025-04-21 18:20:03,2025-04-22 11:16:20,Pam Panorama,-26.68,0,EUR,COMPLETED,223.19
Card Payment,Current,2025-04-21 18:10:31,2025-04-22 11:17:47,Tabaccheria,-7.7,0,EUR,COMPLETED,215.49
Card Payment,Current,2025-04-21 9:48:47,2025-04-23 4:18:48,Centro Calor,-26.01,0,EUR,COMPLETED,189.48
Transfer,Current,2025-04-24 6:00:03,2025-04-24 6:00:03,To pocket EUR Salvadanaio from EUR,-0.01,0,EUR,COMPLETED,189.47
Transfer,Current,2025-04-24 22:52:17,2025-04-24 22:52:17,To pocket EUR Salvadanaio from EUR,-0.08,0,EUR,COMPLETED,189.39
Transfer,Current,2025-04-25 1:01:18,2025-04-25 1:01:18,To pocket EUR Salvadanaio from EUR,-1,0,EUR,COMPLETED,188.39
Transfer,Current,2025-04-25 1:01:31,2025-04-25 1:01:31,To pocket EUR Salvadanaio from EUR,-1,0,EUR,COMPLETED,187.39
Card Payment,Current,2025-04-24 6:00:02,2025-04-25 4:26:29,Amazon,-9.99,0,EUR,COMPLETED,177.4
Transfer,Current,2025-04-25 9:08:08,2025-04-25 9:08:08,To pocket EUR Salvadanaio from EUR,-0.16,0,EUR,COMPLETED,177.24
Deposit,Current,2025-04-25 9:21:42,2025-04-25 9:21:43,Payment from PALLOMO MATTEO,1000,0,EUR,COMPLETED,1177.24
Transfer,Current,2025-04-25 9:48:03,2025-04-25 9:48:03,To pocket EUR Salvadanaio from EUR,-0.01,0,EUR,COMPLETED,1177.23
Transfer,Current,2025-04-25 18:36:11,2025-04-25 18:36:11,To pocket EUR Salvadanaio from EUR,-0.01,0,EUR,COMPLETED,1177.22
Card Payment,Current,2025-04-25 9:48:02,2025-04-25 19:25:49,Bird,-2.99,0,EUR,COMPLETED,1174.23
Transfer,Current,2025-04-25 21:40:06,2025-04-25 21:40:06,To pocket EUR Salvadanaio from EUR,-1,0,EUR,COMPLETED,1173.23
Transfer,Current,2025-04-25 22:02:27,2025-04-25 22:02:27,To pocket EUR Salvadanaio from EUR,-1,0,EUR,COMPLETED,1172.23
Transfer,Current,2025-04-25 22:29:59,2025-04-25 22:29:59,To pocket EUR Salvadanaio from EUR,-0.5,0,EUR,COMPLETED,1171.73
Transfer,Current,2025-04-25 23:19:47,2025-04-25 23:19:47,To pocket EUR Salvadanaio from EUR,-0.97,0,EUR,COMPLETED,1170.76
Transfer,Current,2025-04-26 2:45:37,2025-04-26 2:45:37,To pocket EUR Salvadanaio from EUR,-25,0,EUR,COMPLETED,1145.76
Card Payment,Current,2025-04-25 18:36:11,2025-04-26 5:05:28,Bird,-2.99,0,EUR,COMPLETED,1142.77
Card Payment,Current,2025-04-25 22:02:27,2025-04-26 7:49:39,Mollica,-16,0,EUR,COMPLETED,1126.77
Card Payment,Current,2025-04-25 22:29:59,2025-04-26 7:49:40,Mollica,-8.5,0,EUR,COMPLETED,1118.27
Card Payment,Current,2025-04-25 23:19:46,2025-04-26 7:54:26,Cooltra,-4.03,0,EUR,COMPLETED,1114.24
Transfer,Current,2025-04-26 8:01:46,2025-04-26 8:01:46,To pocket EUR Salvadanaio from EUR,-0.01,0,EUR,COMPLETED,1114.23
Transfer,Current,2025-04-26 10:06:00,2025-04-26 10:06:00,To Bold Stack portfolio,-10,0,EUR,COMPLETED,1104.23
Card Payment,Current,2025-04-25 9:08:07,2025-04-26 12:36:29,Pam Panorama,-36.84,0,EUR,COMPLETED,1067.39
Card Payment,Current,2025-04-24 22:52:17,2025-04-26 12:37:40,Pulled Factory,-22.92,0,EUR,COMPLETED,1044.47
Card Payment,Current,2025-04-25 1:01:30,2025-04-26 12:58:10,Toccalmatto,-15,0,EUR,COMPLETED,1029.47
Card Payment,Current,2025-04-25 1:01:18,2025-04-26 12:58:10,Toccalmatto,-5,0,EUR,COMPLETED,1024.47
Card Payment,Current,2025-04-25 21:40:05,2025-04-26 13:30:00,Bike Cafe Srl Semplifi,-35,0,EUR,COMPLETED,989.47
Transfer,Current,2025-04-26 18:37:03,2025-04-26 18:37:03,To pocket EUR Salvadanaio from EUR,-0.01,0,EUR,COMPLETED,989.46
Transfer,Current,2025-04-26 23:11:00,2025-04-26 23:11:00,To pocket EUR Salvadanaio from EUR,-1,0,EUR,COMPLETED,988.46
Card Payment,Current,2025-04-26 18:37:02,2025-04-27 4:15:05,Bird,-2.99,0,EUR,COMPLETED,985.47
Card Payment,Current,2025-04-26 8:01:45,2025-04-27 14:42:07,Google One,-19.99,0,EUR,COMPLETED,965.48
Card Payment,Current,2025-04-26 23:11:00,2025-04-27 14:49:46,B-evolution,-28,0,EUR,COMPLETED,937.48
Transfer,Current,2025-04-28 8:22:48,2025-04-28 8:22:48,To pocket EUR Salvadanaio from EUR,-0.51,0,EUR,COMPLETED,936.97
Transfer,Current,2025-04-29 17:44:32,2025-04-29 17:44:32,To pocket EUR Salvadanaio from EUR,-0.21,0,EUR,COMPLETED,936.76
Card Payment,Current,2025-04-28 8:22:47,2025-04-30 4:45:04,Amazon,-13.49,0,EUR,COMPLETED,923.27
Card Payment,Current,2025-04-29 17:44:31,2025-04-30 11:13:10,Pam Panorama,-33.79,0,EUR,COMPLETED,889.48
Transfer,Current,2025-04-30 19:33:16,2025-04-30 19:33:16,To pocket EUR Salvadanaio from EUR,-0.01,0,EUR,COMPLETED,889.47
Transfer,Current,2025-04-30 21:03:58,2025-04-30 21:03:58,To pocket EUR Salvadanaio from EUR,-1,0,EUR,COMPLETED,888.47
Transfer,Current,2025-04-30 23:17:12,2025-04-30 23:17:12,To pocket EUR Salvadanaio from EUR,-1,0,EUR,COMPLETED,887.47
Transfer,Current,2025-05-01 0:21:22,2025-05-01 0:21:22,To pocket EUR Salvadanaio from EUR,-1,0,EUR,COMPLETED,886.47
Transfer,Current,2025-05-01 1:03:19,2025-05-01 1:03:19,To pocket EUR Salvadanaio from EUR,-1,0,EUR,COMPLETED,885.47
Card Payment,Current,2025-04-30 19:33:16,2025-05-01 5:05:59,Bird,-2.99,0,EUR,COMPLETED,882.48
Transfer,Current,2025-05-01 10:52:14,2025-05-01 10:52:14,To pocket EUR Salvadanaio from EUR,-0.8,0,EUR,COMPLETED,881.68
Card Payment,Current,2025-04-30 23:17:11,2025-05-01 16:04:26,Istar Istanbul Kebap,-6,0,EUR,COMPLETED,875.68
Card Payment,Current,2025-04-30 21:03:58,2025-05-01 16:23:59,Loris Caffe',-10,0,EUR,COMPLETED,865.68
Transfer,Current,2025-05-01 20:29:06,2025-05-01 20:29:06,To pocket EUR Salvadanaio from EUR,-0.01,0,EUR,COMPLETED,865.67
Card Payment,Current,2025-05-01 20:29:06,2025-05-02 4:31:32,Bird,-2.99,0,EUR,COMPLETED,862.68
Card Payment,Current,2025-05-01 0:21:22,2025-05-02 13:29:32,Horas Social Food Di .,-10,0,EUR,COMPLETED,852.68
Card Payment,Current,2025-05-01 1:03:19,2025-05-02 14:46:12,Astoria,-21,0,EUR,COMPLETED,831.68
Transfer,Current,2025-05-02 23:34:13,2025-05-02 23:34:13,To pocket EUR Salvadanaio from EUR,-0.01,0,EUR,COMPLETED,831.67
Transfer,Current,2025-05-03 2:45:32,2025-05-03 2:45:32,To pocket EUR Salvadanaio from EUR,-25,0,EUR,COMPLETED,806.67
Transfer,Current,2025-05-03 10:08:06,2025-05-03 10:08:06,To Bold Stack portfolio,-10,0,EUR,COMPLETED,796.67
Transfer,Current,2025-05-03 12:22:11,2025-05-03 12:22:11,To pocket EUR Salvadanaio from EUR,-1,0,EUR,COMPLETED,795.67
Transfer,Current,2025-05-03 12:37:54,2025-05-03 12:37:54,To pocket EUR Salvadanaio from EUR,-0.71,0,EUR,COMPLETED,794.96
Card Payment,Current,2025-05-01 10:52:13,2025-05-03 13:51:17,Pam Panorama,-71.2,0,EUR,COMPLETED,723.76
Transfer,Current,2025-05-03 23:54:49,2025-05-03 23:54:49,To pocket EUR Salvadanaio from EUR,-1,0,EUR,COMPLETED,722.76
Card Payment,Current,2025-05-02 23:34:13,2025-05-04 4:49:24,Amazon,-9.99,0,EUR,COMPLETED,712.77
