,Type,Date,Amount,Description,Labels
1007,expense,2025-11-07,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
1008,expense,2025-12-07,-1.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
1009,expense,2025-12-07,-20.0,To Bold Stack portfolio,['Investimenti&Risparmi']
1010,expense,2025-11-07,-2.99,Bird,['Movimento']
1011,expense,2025-12-07,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
1012,expense,2025-10-07,-1.9,Gruppo Torinese Trasporti,['Movimento']
1013,expense,2025-11-07,-6.5,Carrefour,['SpesaCasa']
1014,expense,2025-11-07,-33.0,The Shamrock Inn,['Pub&Locali&Eventi']
1015,expense,2025-11-07,-15.0,Angelo Parrucchiere,['CuraPersonale']
1016,expense,2025-12-07,-54.0,La Terrazza Di Renza,['Generic']
1017,expense,2025-07-13,-20.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
1018,expense,2025-12-07,-5.5,The Shamrock Inn,['Pub&Locali&Eventi']
1019,expense,2025-07-13,-0.33,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
1020,expense,2025-07-13,-0.03,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
1021,expense,2025-10-07,-55.2,Amazon,['AcquistiOnline']
1022,expense,2025-07-13,-10.99,Pam Panorama,['SpesaCasa']
1023,expense,2025-07-13,-40.89,Pam Panorama,['SpesaCasa']
1024,expense,2025-07-14,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
1025,expense,2025-07-14,-17.0,Lavasecco Delfino Bia.,['Generic']
1026,expense,2025-07-15,-0.03,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
1027,expense,2025-07-15,-0.03,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
1028,expense,2025-07-15,-2.99,Bird,['Movimento']
1029,expense,2025-07-15,-9.99,Amazon,['AcquistiOnline']
1030,expense,2025-07-18,-0.03,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
1031,expense,2025-07-18,-20.0,To Instant Access Savings,['Investimenti&Risparmi']
1032,expense,2025-07-18,-1.5,To Instant Access Savings,['Investimenti&Risparmi']
1033,expense,2025-07-18,-1.99,Amazon,['AcquistiOnline']
1034,expense,2025-07-19,-20.0,To Bold Stack portfolio,['Investimenti&Risparmi']
1035,expense,2025-07-18,-37.5,Vini Pregiati Roero Ma,['Generic']
1036,expense,2025-07-19,-2.94,To Instant Access Savings,['Investimenti&Risparmi']
1037,expense,2025-07-19,-1.5,To Instant Access Savings,['Investimenti&Risparmi']
1038,expense,2025-07-19,-3.0,To Instant Access Savings,['Investimenti&Risparmi']
1039,expense,2025-07-19,-3.0,To Instant Access Savings,['Investimenti&Risparmi']
1040,expense,2025-07-19,-0.03,To Instant Access Savings,['Investimenti&Risparmi']
1041,expense,2025-07-19,-2.99,Bird,['Movimento']
1042,expense,2025-07-20,-3.0,To Instant Access Savings,['Investimenti&Risparmi']
1043,expense,2025-07-19,-8.0,Pastis,['Pub&Locali&Eventi']
1044,expense,2025-07-20,-3.0,To Instant Access Savings,['Investimenti&Risparmi']
1045,expense,2025-07-21,-0.6,To Instant Access Savings,['Investimenti&Risparmi']
1046,expense,2025-07-20,-36.0,Underpressure Touring,['Generic']
1047,expense,2025-07-19,-30.0,Mi.to Di Lorenzo Tuffa,['Generic']
1048,expense,2025-07-19,-1.9,Gruppo Torinese Trasporti,['Movimento']
1049,expense,2025-07-19,-60.02,Pam Panorama,['SpesaCasa']
1050,expense,2025-07-20,-20.0,Buono Food Events Srls,['Ristoranti&Delivery']
1051,expense,2025-07-21,-3.8,IP,['Movimento']
1052,expense,2025-07-23,-2.1,To Instant Access Savings,['Investimenti&Risparmi']
1053,expense,2025-07-23,-2.1,To Instant Access Savings,['Investimenti&Risparmi']
1054,expense,2025-07-23,-3.0,To Instant Access Savings,['Investimenti&Risparmi']
1055,expense,2025-07-23,-27.3,Pt Finnet Indonesia,['Viaggi']
1056,expense,2025-07-23,-6.3,Pam Panorama,['SpesaCasa']
1057,expense,2025-07-23,-32.0,Peterbacco,['Ristoranti&Delivery']
1058,expense,2025-07-24,-3.0,To Instant Access Savings,['Investimenti&Risparmi']
1059,expense,2025-07-24,-1.5,To Instant Access Savings,['Investimenti&Risparmi']
1060,expense,2025-07-25,-20.0,To Instant Access Savings,['Investimenti&Risparmi']
1061,expense,2025-07-24,-16.0,Pasticceria Pastorino,['Pub&Locali&Eventi']
1062,expense,2025-07-25,-2.13,To Instant Access Savings,['Investimenti&Risparmi']
1063,expense,2025-07-24,-5.5,Tabaccheria,['Fumo']
1064,expense,2025-07-25,-0.06,To Instant Access Savings,['Investimenti&Risparmi']
1065,expense,2025-07-25,-0.51,To Instant Access Savings,['Investimenti&Risparmi']
1066,expense,2025-07-25,-3.0,To Instant Access Savings,['Investimenti&Risparmi']
1067,expense,2025-07-25,-0.03,To Instant Access Savings,['Investimenti&Risparmi']
1068,expense,2025-07-26,-3.0,To Instant Access Savings,['Investimenti&Risparmi']
1069,expense,2025-07-25,-11.83,Coop,['SpesaCasa']
1070,expense,2025-07-25,-3.99,Amazon,['AcquistiOnline']
1071,expense,2025-07-26,-20.0,To Bold Stack portfolio,['Investimenti&Risparmi']
1072,expense,2025-07-26,-1.74,To Instant Access Savings,['Investimenti&Risparmi']
1073,expense,2025-07-25,-17.98,Decathlon,['Shopping']
1074,expense,2025-07-26,-18.0,Vitolli Theo,['Generic']
1075,expense,2025-07-25,-32.0,Pizzeria Mediterranea,['Ristoranti&Delivery']
1076,expense,2025-07-25,-53.02,Knet,['Movimento']
1077,expense,2025-07-26,-3.0,To Instant Access Savings,['Investimenti&Risparmi']
1078,expense,2025-07-26,-3.0,To Instant Access Savings,['Investimenti&Risparmi']
1079,expense,2025-07-26,-3.0,To Instant Access Savings,['Investimenti&Risparmi']
1080,expense,2025-07-26,-3.0,To Instant Access Savings,['Investimenti&Risparmi']
1081,expense,2025-07-26,-3.0,To Instant Access Savings,['Investimenti&Risparmi']
1082,expense,2025-07-27,-3.0,To Instant Access Savings,['Investimenti&Risparmi']
1083,expense,2025-07-26,-5.0,Festival Entroterraneo,['Pub&Locali&Eventi']
1084,expense,2025-07-26,-3.0,Festival Entroterraneo,['Pub&Locali&Eventi']
1085,expense,2025-07-26,-5.0,Festival Entroterraneo,['Pub&Locali&Eventi']
1086,expense,2025-07-26,-7.0,Festival Entroterraneo,['Pub&Locali&Eventi']
1087,expense,2025-07-26,-14.42,Conad,['SpesaCasa']
1088,expense,2025-07-27,-2.7,To Instant Access Savings,['Investimenti&Risparmi']
1089,expense,2025-07-27,-1.5,To Instant Access Savings,['Investimenti&Risparmi']
1090,expense,2025-07-27,-2.43,To Instant Access Savings,['Investimenti&Risparmi']
1091,expense,2025-07-27,-0.03,To Instant Access Savings,['Investimenti&Risparmi']
1092,expense,2025-07-27,-1.23,To Instant Access Savings,['Investimenti&Risparmi']
1093,expense,2025-07-27,-3.0,To Instant Access Savings,['Investimenti&Risparmi']
1094,expense,2025-07-27,-2.88,To Instant Access Savings,['Investimenti&Risparmi']
1095,expense,2025-07-27,-80.19,Snipes,['Shopping']
1096,expense,2025-07-27,-6.0,Carrefour,['SpesaCasa']
1097,expense,2025-07-27,-24.1,Pam Panorama,['SpesaCasa']
1098,expense,2025-07-27,-9.99,Decathlon,['Shopping']
1099,expense,2025-07-26,-5.0,Echollective,['Pub&Locali&Eventi']
1100,expense,2025-07-27,-5.0,Echollective,['Pub&Locali&Eventi']
1101,expense,2025-07-27,-14.59,TigotÃ ,['SpesaCasa']
1102,expense,2025-07-27,-28.04,Amazon,['AcquistiOnline']
1103,expense,2025-07-27,-3.8,Gruppo Torinese Trasporti,['Movimento']
1104,expense,2025-07-29,-1.8,To Instant Access Savings,['Investimenti&Risparmi']
1105,expense,2025-07-29,-0.03,To Instant Access Savings,['Investimenti&Risparmi']
1106,expense,2025-07-29,-2.99,Bird,['Movimento']
1107,expense,2025-07-29,-37.4,Farmacia Madonna Dell',['CuraPersonale']
1108,expense,2025-07-30,-3.0,To Instant Access Savings,['Investimenti&Risparmi']
1109,expense,2025-07-30,-3.0,To Instant Access Savings,['Investimenti&Risparmi']
1110,expense,2025-07-31,-0.03,To Instant Access Savings,['Investimenti&Risparmi']
1111,expense,2025-07-31,-2.99,Bird,['Movimento']
1112,income,2025-07-31,1000.0,Payment from PALLOMO MATTEO,"['Ricevuti', 'Giroconto']"
1113,expense,2025-07-30,-9.0,Sedici Associazione Culturale,['Generic']
1114,expense,2025-07-30,-10.0,Tullio Sas Di Chiauss.,['Generic']
1115,expense,2025-01-08,-20.0,To Instant Access Savings,['Investimenti&Risparmi']
1116,expense,2025-01-08,-2.13,To Instant Access Savings,['Investimenti&Risparmi']
1117,expense,2025-01-08,-0.3,To Instant Access Savings,['Investimenti&Risparmi']
1118,expense,2025-01-08,-0.45,To Instant Access Savings,['Investimenti&Risparmi']
1119,expense,2025-01-08,-1.95,To Instant Access Savings,['Investimenti&Risparmi']
1120,expense,2025-01-08,-2.1,To Instant Access Savings,['Investimenti&Risparmi']
1121,expense,2025-01-08,-0.06,To Instant Access Savings,['Investimenti&Risparmi']
1122,expense,2025-02-08,-0.03,To Instant Access Savings,['Investimenti&Risparmi']
1123,expense,2025-02-08,-3.0,To Instant Access Savings,['Investimenti&Risparmi']
1124,expense,2025-02-08,-11.99,Amazon,['AcquistiOnline']
1125,expense,2025-02-08,-20.0,To Bold Stack portfolio,['Investimenti&Risparmi']
1126,expense,2025-02-08,-0.9,To Instant Access Savings,['Investimenti&Risparmi']
1127,expense,2025-01-08,-4.98,Condis,['Generic']
1128,expense,2025-01-08,-26.01,Eni,['Movimento']
1129,expense,2025-01-08,-42.35,Taxi Lic.10778,['Movimento']
1130,expense,2025-01-08,-63.3,La Rovira,['Generic']
1131,expense,2025-01-08,-5.85,Estanco,['Generic']
1132,expense,2025-01-08,-4.9,Dufry,['Viaggi']
1133,expense,2025-02-08,-3.0,To Instant Access Savings,['Investimenti&Risparmi']
1134,expense,2025-02-08,-1.2,To Instant Access Savings,['Investimenti&Risparmi']
1135,expense,2025-02-08,-3.7,Noor Coffee Barcelona,"['Pub&Locali&Eventi', 'Viaggi']"
1136,expense,2025-02-08,-3.0,To Instant Access Savings,['Investimenti&Risparmi']
1137,expense,2025-03-08,-1.05,To Instant Access Savings,['Investimenti&Risparmi']
1138,expense,2025-03-08,-3.0,To Instant Access Savings,['Investimenti&Risparmi']
1139,expense,2025-03-08,-1.05,To Instant Access Savings,['Investimenti&Risparmi']
1140,expense,2025-02-08,-16.0,Heliogabal,['Generic']
1141,expense,2025-03-08,-1.5,To Instant Access Savings,['Investimenti&Risparmi']
1142,expense,2025-03-08,-2.76,To Instant Access Savings,['Investimenti&Risparmi']
1143,expense,2025-03-08,-0.45,To Instant Access Savings,['Investimenti&Risparmi']
1144,expense,2025-03-08,-0.03,To Instant Access Savings,['Investimenti&Risparmi']
1145,expense,2025-03-08,-0.6,To Instant Access Savings,['Investimenti&Risparmi']
1146,expense,2025-02-08,-1.6,Les botigues de La Pedrera,['Viaggi']
1147,expense,2025-02-08,-29.0,FundaciÃ³ Catalunya-La Pedrera,['Viaggi']
1148,expense,2025-03-08,-3.08,Carrefour,['SpesaCasa']
1149,expense,2025-03-08,-3.99,The Iconic,['Generic']
1150,expense,2025-03-08,-2.65,TMB,['Generic']
1151,expense,2025-03-08,-2.65,TMB,['Generic']
1152,expense,2025-03-08,-13.5,Palau de la MÃºsica Catalana,['Generic']
1153,expense,2025-02-08,-51.0,Bar El Roure,['Pub&Locali&Eventi']
1154,expense,2025-03-08,-29.0,La Terrrazza,['Generic']
1155,expense,2025-03-08,-9.8,Marcelino Bar e Restaurante,['Pub&Locali&Eventi']
1156,expense,2025-03-08,-5.85,Estanco,['Generic']
1157,expense,2025-04-08,-2.37,To Instant Access Savings,['Investimenti&Risparmi']
1158,expense,2025-04-08,-0.6,To Instant Access Savings,['Investimenti&Risparmi']
1159,expense,2025-04-08,-1.11,To Instant Access Savings,['Investimenti&Risparmi']
1160,expense,2025-04-08,-0.51,To Instant Access Savings,['Investimenti&Risparmi']
1161,expense,2025-04-08,-1.65,To Instant Access Savings,['Investimenti&Risparmi']
1162,expense,2025-04-08,-25.83,Saily,['Viaggi']
1163,expense,2025-04-08,-6.8,Amazon,['AcquistiOnline']
1164,expense,2025-04-08,-43.63,Farmacia Moderna,['CuraPersonale']
1165,expense,2025-04-08,-29.21,Pam Panorama,['SpesaCasa']
1166,expense,2025-04-08,-40.45,Heymondo,['Viaggi']
1167,expense,2025-07-08,-0.06,To Instant Access Savings,['Investimenti&Risparmi']
1168,expense,2025-07-08,-1.5,To Instant Access Savings,['Investimenti&Risparmi']
1169,expense,2025-07-08,-6.5,Sci Club Caire,['Pub&Locali&Eventi']
1170,expense,2025-08-08,-20.0,To Instant Access Savings,['Investimenti&Risparmi']
1171,expense,2025-07-08,-3.98,Best Price,['Generic']
1172,expense,2025-08-08,-3.0,To Instant Access Savings,['Investimenti&Risparmi']
1173,expense,2025-08-08,-3.0,To Instant Access Savings,['Investimenti&Risparmi']
1174,expense,2025-09-08,-3.0,To Instant Access Savings,['Investimenti&Risparmi']
1175,expense,2025-09-08,-20.0,To Robo portfolio,['Investimenti&Risparmi']
1176,expense,2025-09-08,-3.0,To Instant Access Savings,['Investimenti&Risparmi']
1177,expense,2025-09-08,-2.13,To Instant Access Savings,['Investimenti&Risparmi']
1178,expense,2025-08-08,-6.0,Bonino Lucrezia,['Fumo']
1179,expense,2025-08-08,-25.0,Nuovo Bar Testa,['Pub&Locali&Eventi']
1180,expense,2025-09-08,-1.5,To Instant Access Savings,['Investimenti&Risparmi']
1181,expense,2025-09-08,-3.0,To Instant Access Savings,['Investimenti&Risparmi']
1182,expense,2025-09-08,-3.0,To Instant Access Savings,['Investimenti&Risparmi']
1183,expense,2025-09-08,-3.0,To Instant Access Savings,['Investimenti&Risparmi']
1184,expense,2025-10-08,-3.0,To Instant Access Savings,['Investimenti&Risparmi']
1185,expense,2025-10-08,-3.0,To Instant Access Savings,['Investimenti&Risparmi']
1186,expense,2025-10-08,-3.0,To Instant Access Savings,['Investimenti&Risparmi']
1187,expense,2025-09-08,-35.0,Soleluna Beach Village,['Pub&Locali&Eventi']
1188,expense,2025-09-08,-4.0,Sci Club Caire,['Pub&Locali&Eventi']
1189,expense,2025-10-08,-20.0,Transfer to GABRIELE VOLA,['Mandati']
1190,expense,2025-09-08,-6.0,Bonino Lucrezia,['Fumo']
1191,expense,2025-09-08,-4.0,P.a. C.b. Cairo Monten,['Generic']
1192,expense,2025-10-08,-2.79,To Instant Access Savings,['Investimenti&Risparmi']
1193,expense,2025-10-08,-11.07,Carrefour,['SpesaCasa']
1194,expense,2025-09-08,-50.0,Nolasco,['Generic']
1195,expense,2025-09-08,-8.0,AL 78 Cafe Bistrot,['Pub&Locali&Eventi']
1196,expense,2025-10-08,-8.0,AL 78 Cafe Bistrot,['Pub&Locali&Eventi']
1197,expense,2025-09-08,-5.5,Negro Francesca,['Generic']
1198,expense,2025-10-08,-6.0,Caffetteria Regio Di R,['Pub&Locali&Eventi']
1199,expense,2025-10-08,-12.0,Caffetteria Regio Di R,['Pub&Locali&Eventi']
1200,expense,2025-11-08,-1.08,To Instant Access Savings,['Investimenti&Risparmi']
1201,expense,2025-11-08,-1.5,To Instant Access Savings,['Investimenti&Risparmi']
1202,expense,2025-11-08,-6.64,Ipersoap To 1,['Generic']
1203,expense,2025-12-08,-0.06,To Instant Access Savings,['Investimenti&Risparmi']
1204,income,2025-12-08,53.0,Transfer from Revolut user,['Ricevuti']
1205,expense,2025-11-08,-6.5,Zhang Hui,['Viaggi']
1206,income,2025-08-13,1500.0,Payment from PALLOMO MATTEO,"['Ricevuti', 'Giroconto']"
1207,expense,2025-08-13,-2.19,To Instant Access Savings,['Investimenti&Risparmi']
1208,expense,2025-08-14,-1.59,To Instant Access Savings,['Investimenti&Risparmi']
1209,expense,2025-08-13,-150.0,Cash withdrawal at Unicredit - Torino S,['Giroconto']
1210,expense,2025-08-13,-5.27,Carrefour,['SpesaCasa']
1211,expense,2025-08-14,-3.0,To Instant Access Savings,['Investimenti&Risparmi']
1212,expense,2025-08-14,-3.0,To Instant Access Savings,['Investimenti&Risparmi']
1213,expense,2025-08-14,-2.4,To Instant Access Savings,['Investimenti&Risparmi']
1214,expense,2025-08-14,-0.3,To Instant Access Savings,['Investimenti&Risparmi']
1215,expense,2025-08-15,-1.11,To Instant Access Savings,['Investimenti&Risparmi']
1216,expense,2025-08-15,-20.0,To Instant Access Savings,['Investimenti&Risparmi']
1217,expense,2025-08-14,-16.9,Dufry,['Viaggi']
1218,expense,2025-08-15,-0.03,To Instant Access Savings,['Investimenti&Risparmi']
1219,expense,2025-08-15,-1.4,Grab,['Movimento']
1220,expense,2025-08-15,-1.8,To Instant Access Savings,['Investimenti&Risparmi']
1221,expense,2025-08-15,-1.8,To Instant Access Savings,['Investimenti&Risparmi']
1222,expense,2025-08-15,-6.99,Amazon,['AcquistiOnline']
1223,expense,2025-08-15,-5.63,Starbucks,['Pub&Locali&Eventi']
1224,expense,2025-08-16,-2.52,To Instant Access Savings,['Investimenti&Risparmi']
1225,expense,2025-08-14,-2.47,Pam Panorama,['SpesaCasa']
1226,expense,2025-08-14,-14.03,IP Italiana Petroli,['Movimento']
1227,expense,2025-08-14,-3.0,Agogna Est Grill,['Viaggi']
1228,expense,2025-08-14,-18.2,MOTTA,['Viaggi']
1229,expense,2025-08-16,-20.0,To Robo portfolio,['Investimenti&Risparmi']
1230,expense,2025-08-16,-2.64,To Instant Access Savings,['Investimenti&Risparmi']
1231,expense,2025-08-16,-1.44,To Instant Access Savings,['Investimenti&Risparmi']
1232,expense,2025-08-16,-1.59,To Instant Access Savings,['Investimenti&Risparmi']
1233,expense,2025-08-16,-153.16,Getyourguide,['Viaggi']
1234,expense,2025-08-16,-211.12,Getyourguide,['Viaggi']
1235,expense,2025-08-16,-0.47,Grab,['Movimento']
1236,expense,2025-08-16,-2.52,Grab,['Movimento']
1237,expense,2025-08-15,-1.4,Grab,['Movimento']
1238,expense,2025-12-08,-52.98,Amazon,['AcquistiOnline']
1239,expense,2025-08-17,-53.39,Cash withdrawal at Bank Negara Ind,['Giroconto']
1240,expense,2025-08-19,-1.98,To Instant Access Savings,['Investimenti&Risparmi']
1241,expense,2025-08-19,-298.34,Getyourguide,['Viaggi']
1242,expense,2025-08-19,-2.37,To Instant Access Savings,['Investimenti&Risparmi']
1243,expense,2025-08-19,-2.49,To Instant Access Savings,['Investimenti&Risparmi']
1244,expense,2025-08-19,-2.82,To Instant Access Savings,['Investimenti&Risparmi']
1245,expense,2025-08-19,-2.79,To Instant Access Savings,['Investimenti&Risparmi']
1246,expense,2025-08-19,-11.21,Potato Head Beach Club,['Viaggi']
1247,expense,2025-08-20,-0.72,To Instant Access Savings,['Investimenti&Risparmi']
1248,expense,2025-08-20,-0.03,To Instant Access Savings,['Investimenti&Risparmi']
1249,expense,2025-08-21,-0.57,To Instant Access Savings,['Investimenti&Risparmi']
1250,expense,2025-08-19,-2.17,Mm Pt5,['Viaggi']
1251,expense,2025-08-20,-20.76,Umah Bali Kuno,['Viaggi']
1252,expense,2025-08-21,-10.76,Grab,['Movimento']
1253,expense,2025-08-21,-0.72,To Instant Access Savings,['Investimenti&Risparmi']
1254,expense,2025-08-21,-0.78,To Instant Access Savings,['Investimenti&Risparmi']
1255,expense,2025-08-21,-0.84,To Instant Access Savings,['Investimenti&Risparmi']
1256,expense,2025-08-21,-0.03,To Instant Access Savings,['Investimenti&Risparmi']
1257,expense,2025-08-19,-1.06,Circle K,['Viaggi']
1258,expense,2025-08-19,-1.07,Circle K,['Viaggi']
1259,expense,2025-08-20,-9.99,Bee Bee's Cafe Ho,['Pub&Locali&Eventi']
1260,expense,2025-08-21,-6.99,Amazon,['AcquistiOnline']
1261,expense,2025-08-21,-1.32,To Instant Access Savings,['Investimenti&Risparmi']
1262,expense,2025-08-21,-1.38,To Instant Access Savings,['Investimenti&Risparmi']
1263,expense,2025-08-21,-1.41,To Instant Access Savings,['Investimenti&Risparmi']
1264,expense,2025-08-21,-1.23,To Instant Access Savings,['Investimenti&Risparmi']
1265,expense,2025-08-21,-2.79,To Instant Access Savings,['Investimenti&Risparmi']
1266,expense,2025-08-21,-1.81,Bayside Coffee & Eate,['Pub&Locali&Eventi']
1267,expense,2025-08-22,-20.0,To Instant Access Savings,['Investimenti&Risparmi']
1268,expense,2025-08-21,-5.72,Frestive Seminyak Ho,['Viaggi']
1269,expense,2025-08-21,-9.56,Shishi Nightclub,['Viaggi']
1270,expense,2025-08-21,-1.59,Grab,['Movimento']
1271,expense,2025-08-23,-20.0,To Robo portfolio,['Investimenti&Risparmi']
1272,expense,2025-08-21,-1.07,Circle K,['Viaggi']
1273,expense,2025-08-21,-9.54,Shishi Nightclub,['Viaggi']
1274,expense,2025-08-21,-9.53,Shishi Nightclub,['Viaggi']
1275,expense,2025-08-23,-2.67,To Instant Access Savings,['Investimenti&Risparmi']
1276,expense,2025-08-23,-2.49,To Instant Access Savings,['Investimenti&Risparmi']
1277,expense,2025-08-23,-0.54,To Instant Access Savings,['Investimenti&Risparmi']
1278,expense,2025-08-24,-2.25,To Instant Access Savings,['Investimenti&Risparmi']
1279,expense,2025-08-24,-0.63,To Instant Access Savings,['Investimenti&Risparmi']
1280,expense,2025-08-24,-2.58,To Instant Access Savings,['Investimenti&Risparmi']
1281,expense,2025-08-21,-40.74,Milda Shop,['Generic']
1282,expense,2025-08-24,-5.25,Inti Dufree Promosindo,['Generic']
1283,expense,2025-08-23,-0.82,Grab,['Movimento']
1284,expense,2025-08-25,-0.9,To Instant Access Savings,['Investimenti&Risparmi']
